season,position,team,played,won,draw,lost,goals_for,goals_against,goal_difference,points,home_games_played,away_games_played,home_goals_for,home_goals_against,away_goals_for,away_goals_against,home_wins,home_draws,home_losses,away_wins,away_draws,away_losses,season_form,home_form,away_form
2007-2008,20,Derby,38,1,8,29,20,89,-69,11,19,19,12,43,8,46,1,5,13,0,3,16,"L,L,L,L,L,L,D,L,L,L,D,L,L,D,D,L,L,L,L,L,D,L,L,L,L,L,L,L,D,L,D,L,W,L,L,L,L,D","L,L,L,D,L,D,L,D,L,L,L,L,L,L,L,D,W,L,D","L,L,L,L,L,L,D,L,L,D,L,L,L,D,L,L,L,L,L"
2008-2009,1,Man Utd,38,28,6,4,68,24,44,90,19,19,43,13,25,11,16,2,1,12,4,3,"W,D,W,W,W,W,W,W,W,L,L,W,W,W,W,W,W,W,W,W,W,W,D,W,W,D,W,L,W,W,D,W,W,W,D,L,W,D","D,W,W,W,W,L,W,W,W,W,W,W,W,W,W,W,W,W,D","W,W,W,W,L,W,W,W,W,W,D,W,D,L,D,W,D,L,W"
2008-2009,2,Liverpool,38,25,11,2,77,27,50,86,19,19,41,13,36,14,12,7,0,13,4,2,"W,W,W,W,W,D,W,W,W,W,W,L,D,W,W,D,D,D,W,W,D,D,W,D,D,W,W,L,W,W,W,W,W,D,W,D,W,W","W,W,D,W,W,W,D,W,D,W,D,D,D,W,W,W,D,W,W","W,W,W,W,W,L,W,D,D,W,D,W,W,L,W,W,W,D,W"
2008-2009,3,Chelsea,38,25,8,5,68,24,44,83,19,19,33,12,35,12,11,6,2,14,2,3,"W,W,W,W,W,D,W,W,L,W,W,W,W,D,L,W,W,L,D,W,D,D,W,L,D,W,W,W,W,L,W,W,W,D,W,D,W,W","W,W,D,W,W,W,D,W,W,W,D,L,D,W,L,W,D,D,W","W,W,W,W,L,W,W,L,L,D,D,W,W,W,W,W,W,W,W"
2008-2009,4,Arsenal,38,20,12,6,68,37,31,72,19,19,31,16,37,21,11,5,3,9,7,3,"W,D,L,W,W,D,W,W,W,W,W,D,D,D,D,D,W,W,W,D,D,D,W,W,L,L,W,L,D,W,W,D,L,W,W,W,L,W","W,L,W,W,W,D,D,D,W,W,D,W,L,W,D,W,L,W,W","D,W,D,W,W,W,D,D,W,D,D,W,L,L,W,D,W,W,L"
2008-2009,5,Everton,38,17,12,9,55,37,18,63,19,19,31,20,24,17,8,6,5,9,6,4,"W,W,D,W,L,D,D,W,L,W,D,W,D,W,L,D,D,W,W,W,D,W,L,W,L,D,W,W,W,D,L,D,L,D,W,L,W,L","W,D,L,W,W,W,W,D,W,W,D,L,D,W,D,D,L,L,L","W,W,D,D,L,D,D,L,D,W,W,W,L,W,W,L,D,W,W"
2008-2009,6,Aston Villa,38,17,11,10,54,48,6,62,19,19,27,21,27,27,7,9,3,10,2,7,"W,D,L,W,D,D,D,L,L,L,L,D,L,W,D,W,W,W,W,D,W,W,W,D,D,W,L,L,W,W,D,L,W,W,W,D,L,W","W,W,D,D,L,D,L,D,W,D,W,D,D,L,W,D,W,D,W","D,L,D,L,L,L,W,W,W,W,W,W,W,L,W,L,W,W,L"
2008-2009,7,Fulham,38,14,11,13,39,34,5,53,19,19,28,16,11,18,11,3,5,3,8,8,"L,W,W,L,W,D,W,L,W,W,L,L,D,W,L,D,W,L,L,D,D,W,D,D,D,D,W,W,L,W,D,D,L,L,L,W,W,L","L,W,W,L,W,L,L,W,W,D,W,D,W,W,W,D,L,W,W","W,L,D,W,W,D,L,D,L,L,D,D,D,D,L,D,L,L,L"
2008-2009,8,Spurs,38,14,9,15,45,45,0,51,19,19,21,10,24,35,10,5,4,4,4,11,"L,W,D,W,L,W,W,L,W,W,D,W,W,D,L,W,D,L,L,D,L,D,W,L,W,L,W,W,D,W,L,L,L,D,L,D,L,L","W,W,W,W,W,W,D,W,D,D,D,L,W,W,W,L,D,L,L","L,D,L,L,W,D,W,L,L,L,L,W,L,W,D,L,L,D,L"
2008-2009,9,West Ham,38,14,9,15,42,45,-3,51,19,19,23,22,19,23,9,2,8,5,7,7,"W,L,L,W,L,D,L,W,D,D,W,W,L,L,D,W,W,D,W,W,L,D,L,D,W,D,L,D,L,L,L,L,W,W,L,W,L,W","W,L,L,W,D,W,L,W,W,W,L,L,D,L,L,L,W,W,W","L,W,D,L,D,W,L,D,D,W,D,D,W,D,L,L,W,L,L"
2008-2009,10,Man City,38,15,5,18,58,50,8,50,19,19,40,18,18,32,13,0,6,2,5,12,"W,L,L,W,W,W,L,L,W,L,W,L,D,L,W,L,W,W,D,W,L,L,D,L,W,D,L,L,L,W,D,L,L,W,L,W,W,L","W,W,W,L,W,W,W,W,W,W,L,L,W,L,W,L,W,L,W","L,L,W,L,L,L,D,L,L,D,L,D,D,L,L,D,L,W,L"
2008-2009,11,Wigan,38,12,9,17,34,45,-11,45,19,19,17,18,17,27,8,5,6,4,4,11,"W,L,L,L,D,L,L,L,W,W,L,L,D,D,D,D,L,L,W,W,W,W,L,W,W,D,D,W,L,L,L,L,W,D,D,W,L,L","W,L,D,L,W,L,D,D,W,W,W,W,W,D,L,L,W,D,L","L,L,L,L,W,L,D,D,L,L,W,L,D,W,L,L,D,W,L"
2008-2009,12,Stoke,38,12,9,17,38,55,-17,45,19,19,22,15,16,40,10,5,4,2,4,13,"L,W,W,L,L,W,D,W,W,L,W,D,D,L,W,L,L,D,L,L,L,D,D,D,W,L,D,W,W,L,W,L,L,D,L,L,W,L","W,L,W,D,W,W,D,W,D,L,D,D,W,W,W,W,L,L,W","L,W,L,W,L,D,L,L,L,L,L,D,L,D,L,L,D,L,L"
2008-2009,13,Bolton,38,11,8,19,41,53,-12,41,19,19,21,21,20,32,7,5,7,4,3,12,"L,D,D,D,D,L,L,W,D,L,L,W,W,L,W,D,L,L,L,L,W,L,L,W,W,L,W,W,L,L,D,W,L,L,L,D,L,W","D,D,D,W,L,W,W,W,L,L,W,L,L,W,L,D,L,D,W","L,D,L,L,D,L,L,D,L,L,L,W,W,W,L,W,L,L,L"
2008-2009,14,Portsmouth,38,10,11,17,38,57,-19,41,19,19,26,29,12,28,8,3,8,2,8,9,"L,W,L,L,D,L,W,D,D,W,D,L,D,W,L,L,L,D,L,L,L,L,D,W,D,D,W,L,L,D,D,W,W,L,W,W,L,L","W,L,W,D,W,L,W,L,L,L,L,W,D,L,D,W,W,W,L","L,L,D,L,D,D,D,L,D,L,L,D,D,W,L,D,L,W,L"
2008-2009,15,Blackburn,38,10,11,17,40,60,-20,41,19,19,22,23,18,37,6,7,6,4,4,11,"D,L,W,L,W,L,L,W,D,L,W,D,W,L,L,D,D,W,D,D,W,L,L,L,L,L,L,D,L,D,D,L,W,W,L,L,D,W","D,W,W,W,D,D,L,D,W,D,W,L,L,L,D,L,W,L,D","L,L,L,L,L,W,W,L,D,D,L,L,L,D,L,D,W,L,W"
2008-2009,16,Sunderland,38,9,9,20,34,54,-20,36,19,19,21,25,13,29,6,3,10,3,6,10,"L,L,D,L,L,W,L,L,L,L,D,L,D,W,D,W,L,D,L,D,W,W,L,L,L,W,L,L,L,W,D,D,L,W,D,L,W,L","L,L,W,L,L,D,W,W,L,D,W,L,L,L,W,D,W,L,L","L,D,L,L,L,L,D,D,D,L,W,L,W,L,L,D,L,D,W"
2008-2009,17,Hull,38,8,11,19,39,64,-25,35,19,19,18,36,21,28,3,5,11,5,6,8,"L,D,L,L,L,L,L,D,L,D,W,L,L,D,D,L,L,L,L,L,L,D,W,D,D,D,L,L,L,W,W,W,W,D,W,L,D,W","L,L,L,D,D,L,L,D,L,L,L,W,D,L,L,W,D,L,W","D,L,L,L,L,W,D,L,L,L,D,D,D,L,W,W,W,W,D"
2008-2009,18,Newcastle,38,7,13,18,40,59,-19,34,19,19,24,29,16,30,5,7,7,2,6,11,"L,L,W,L,D,L,D,L,L,D,L,L,D,W,D,L,L,D,L,L,W,W,D,D,D,D,L,W,W,L,D,D,L,L,L,L,W,D","L,W,D,L,L,L,D,D,D,L,W,D,D,W,W,D,L,L,W","L,L,L,D,D,L,W,L,L,L,W,D,D,L,L,D,L,L,D"
2008-2009,19,Middlesbrough,38,7,11,20,28,57,-29,32,19,19,17,20,11,37,5,9,5,2,2,15,"L,D,L,L,L,D,W,L,L,D,L,W,D,L,D,L,L,D,L,L,L,D,L,D,L,D,W,D,W,D,L,W,L,L,L,W,L,W","D,L,D,W,D,W,D,D,D,L,D,D,L,D,W,L,L,W,W","L,L,L,L,L,L,L,L,L,L,L,L,D,W,D,W,L,L,L"
2008-2009,20,West Brom,38,8,8,22,36,67,-31,32,19,19,26,33,10,34,7,3,9,1,5,13,"D,L,W,L,W,L,D,L,D,D,L,L,L,L,D,L,W,L,W,L,W,L,D,L,L,L,L,D,L,L,L,W,W,L,W,D,L,L","L,W,W,L,D,L,L,L,W,W,W,D,L,D,L,W,L,W,L","D,L,L,D,D,L,L,D,L,L,L,L,L,L,L,L,W,D,L"
2009-2010,1,Chelsea,38,27,5,6,103,32,71,86,19,19,68,14,35,18,17,1,1,10,4,5,"W,W,W,L,W,W,W,W,D,W,L,W,L,W,D,W,W,W,W,D,D,W,D,L,W,W,W,W,W,L,W,L,W,W,W,W,W,W","W,W,W,W,W,L,W,W,W,W,W,D,W,W,W,W,W,W,W","W,L,W,W,D,W,L,D,W,D,D,L,W,W,L,L,W,W,W"
2009-2010,2,Man Utd,38,27,4,7,86,28,58,85,19,19,52,12,34,16,16,1,2,11,3,5,"W,W,W,W,D,L,W,W,W,W,W,L,D,W,W,W,W,D,W,W,L,W,L,W,W,W,L,W,L,W,D,W,W,W,W,W,L,W","W,W,L,W,W,W,W,W,W,W,W,L,W,W,W,D,W,W,W","W,W,D,W,W,L,D,W,D,W,L,W,W,L,L,W,W,W,L"
2009-2010,3,Arsenal,38,23,6,9,83,41,42,75,19,19,48,15,35,26,15,2,2,8,4,7,"W,L,D,L,L,W,D,W,W,W,W,W,W,L,L,D,W,W,D,W,W,W,D,W,W,L,L,W,W,D,W,W,W,W,L,L,W,W","W,D,W,W,W,W,W,L,W,D,W,W,W,L,W,W,W,W,W","L,L,L,D,W,W,L,D,W,W,D,W,L,W,D,W,L,L,W"
2009-2010,4,Spurs,38,21,7,10,67,41,26,70,19,19,40,12,27,29,14,2,3,7,5,7,"L,W,W,L,W,W,L,W,W,W,W,W,L,D,D,W,L,D,W,D,W,W,L,D,D,W,W,L,L,W,D,W,L,L,W,W,W,W","W,W,W,W,W,W,D,W,D,W,W,L,W,W,L,W,L,W,W","L,W,L,L,W,W,L,D,L,D,W,D,D,L,W,D,L,W,W"
2009-2010,5,Man City,38,18,13,7,73,45,28,67,19,19,41,20,32,25,12,4,3,6,9,4,"D,L,W,D,L,W,W,W,L,W,D,W,D,D,W,L,W,L,W,W,W,W,L,D,W,D,D,D,D,D,D,D,W,L,W,W,W,W","L,W,L,W,W,L,D,W,W,W,W,W,W,D,D,D,W,W,W","D,D,W,W,D,W,D,L,L,W,L,D,D,D,D,D,L,W,W"
2009-2010,6,Aston Villa,38,17,13,8,52,39,13,64,19,19,29,16,23,23,8,8,3,9,5,5,"L,L,W,W,W,D,W,L,D,D,W,D,W,D,D,W,D,D,L,L,W,W,W,W,D,D,W,L,D,D,W,D,L,W,W,W,W,L","L,W,D,D,D,W,D,D,D,L,W,W,D,W,W,D,W,W,L","L,W,W,W,L,W,D,D,W,L,W,W,D,L,D,D,L,W,W"
2009-2010,7,Liverpool,38,18,9,11,61,35,26,63,19,19,43,15,18,20,13,3,3,5,6,8,"D,L,W,W,D,D,W,L,W,L,W,D,L,W,W,D,W,D,W,W,L,W,L,D,W,D,D,L,W,L,L,W,W,W,W,L,W,L","L,W,D,W,W,W,W,W,W,W,W,L,D,D,W,W,W,L,W","D,W,D,L,L,D,L,D,D,W,L,D,W,L,L,L,W,W,L"
2009-2010,8,Everton,38,16,13,9,60,49,11,61,19,19,35,21,25,28,11,6,2,5,7,7,"W,D,W,W,D,D,D,W,W,D,W,L,W,W,L,W,W,W,D,W,D,D,D,D,L,L,L,W,D,L,D,D,W,W,L,W,L,L","W,W,D,W,W,W,W,W,W,W,D,D,L,D,D,D,W,W,L","D,W,D,D,W,D,L,L,W,D,D,D,L,L,W,L,W,L,L"
2009-2010,9,Birmingham,38,13,11,14,38,47,-9,50,19,19,19,13,19,34,8,9,2,5,2,12,"L,W,L,D,L,D,D,L,L,D,W,W,L,L,W,D,L,D,W,D,D,W,W,W,W,W,D,D,W,L,L,L,W,L,L,D,W,L","W,D,D,D,D,W,W,D,D,D,W,W,W,D,W,L,L,D,W","L,L,L,L,L,W,L,L,L,W,D,W,W,D,L,L,W,L,L"
2009-2010,10,Blackburn,38,13,11,14,41,55,-14,50,19,19,28,18,13,37,10,6,3,3,5,11,"W,W,D,L,D,D,W,W,D,L,L,W,W,L,D,W,W,L,D,D,L,L,D,D,D,L,W,W,L,L,W,L,W,L,W,D,L,L","W,L,D,W,D,W,W,W,W,D,L,D,D,W,W,W,W,D,L","W,D,D,W,L,L,L,D,L,D,L,D,L,W,L,L,L,L,L"
2009-2010,11,Stoke,38,11,14,13,34,48,-14,47,19,19,24,21,10,27,7,6,6,4,8,7,"L,W,D,L,L,D,W,W,L,D,D,L,W,D,D,W,D,D,W,L,L,L,D,L,D,W,L,D,W,W,D,L,D,L,W,D,L,W","D,L,W,L,D,L,D,W,D,W,L,D,W,D,W,L,L,W,W","L,W,L,D,W,D,W,D,D,L,L,L,D,L,W,D,D,D,L"
2009-2010,12,Fulham,38,12,10,16,39,46,-7,46,19,19,27,15,12,31,11,3,5,1,7,11,"L,L,W,L,D,D,W,L,L,L,D,W,W,D,W,L,L,L,L,L,D,W,D,W,D,W,L,D,W,D,W,D,L,L,W,L,L,W","L,W,D,W,L,W,W,W,L,D,W,W,D,W,W,W,L,W,L","L,L,D,L,L,D,D,L,L,L,L,D,L,D,D,D,L,L,W"
2009-2010,13,Sunderland,38,11,11,16,48,56,-8,44,19,19,32,19,16,37,9,7,3,2,4,13,"L,L,W,W,L,W,L,D,W,D,W,D,L,D,D,D,L,L,D,D,L,L,D,L,L,W,L,D,L,W,D,W,L,W,L,W,L,W","L,W,W,W,D,W,D,D,D,D,L,D,W,D,W,W,W,W,L","L,W,L,L,D,L,D,L,L,D,L,L,L,L,L,D,L,L,W"
2009-2010,14,Bolton,38,10,9,19,42,67,-25,39,19,19,26,31,16,36,6,6,7,4,3,12,"W,L,D,W,L,L,L,L,W,L,W,W,L,D,L,D,L,W,L,L,D,D,W,D,L,D,L,L,L,W,L,D,W,D,W,L,L,L","W,D,L,L,W,W,D,W,L,D,W,D,L,L,W,D,D,L,L","L,W,L,L,L,W,L,D,L,L,L,D,L,D,L,L,W,W,L"
2009-2010,15,Wolves,38,9,11,18,32,56,-24,38,19,19,13,22,19,34,5,6,8,4,5,10,"W,L,D,D,D,L,D,W,D,W,L,L,L,W,L,D,D,L,L,L,W,L,W,W,L,L,L,D,D,D,L,L,W,L,D,L,W,L","W,D,D,D,L,L,W,D,L,L,W,W,L,L,D,L,W,D,L","L,D,L,W,D,W,L,L,D,L,L,W,L,D,D,L,L,L,W"
2009-2010,16,Wigan,38,9,9,20,37,79,-42,36,19,19,19,24,18,55,6,7,6,3,2,14,"L,D,L,W,D,L,L,W,L,L,W,L,L,D,D,D,L,L,W,L,D,L,D,L,W,L,D,L,W,D,L,W,L,W,L,L,L,W","D,W,D,W,L,W,L,D,D,L,D,L,W,D,D,W,W,L,L","L,L,L,L,L,L,D,L,W,L,L,D,L,L,W,L,L,L,W"
2009-2010,17,West Ham,38,8,11,19,47,66,-19,35,19,19,30,29,17,37,7,5,7,1,6,12,"D,L,W,L,W,D,L,L,L,L,L,L,W,W,L,D,D,D,L,W,D,L,L,L,W,D,L,W,D,D,L,D,L,L,L,D,L,W","D,W,W,L,L,L,W,W,D,W,D,L,W,L,W,D,D,L,L","L,L,D,L,L,L,L,D,D,L,L,L,D,D,L,L,L,D,W"
2009-2010,18,Burnley,38,8,6,24,42,82,-40,30,19,19,25,30,17,52,7,5,7,1,1,17,"W,L,L,L,W,L,L,L,L,D,L,L,L,L,W,L,L,L,L,D,L,D,D,L,L,D,D,W,L,L,W,L,W,L,L,W,W,L","W,L,L,L,L,D,L,W,L,D,D,D,D,W,L,W,W,W,W","L,L,W,L,L,L,L,L,L,L,L,L,L,D,L,L,L,L,L"
2009-2010,19,Hull,38,6,12,20,34,75,-41,30,19,19,22,29,12,46,6,6,7,0,6,13,"D,D,L,L,D,L,L,W,L,L,L,L,L,W,D,D,L,D,D,L,L,D,L,D,W,D,W,L,D,L,W,L,L,L,D,W,L,L","D,L,L,L,W,L,W,D,D,L,D,W,D,W,D,W,L,W,L","D,D,L,L,L,L,L,L,D,D,L,L,D,L,L,L,L,D,L"
2009-2010,20,Portsmouth,38,7,7,24,34,66,-32,28,19,19,24,32,10,34,5,3,11,2,4,13,"L,W,D,L,D,D,L,L,W,L,L,W,L,D,L,L,L,D,L,L,W,L,D,W,L,L,L,W,D,L,W,L,L,L,L,L,L,L","W,L,D,L,W,L,L,D,D,L,W,W,L,W,L,L,L,L,L","L,D,D,L,L,W,L,L,L,L,L,D,L,L,D,W,L,L,L"
2010-2011,1,Man Utd,38,23,11,4,78,37,41,80,19,19,49,12,29,25,18,1,0,5,10,4,"W,D,W,L,W,D,W,W,W,L,L,W,W,L,W,W,W,D,W,W,D,W,W,W,W,D,D,W,W,W,D,D,D,W,D,W,D,W","W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,D,W,W,W","D,L,D,W,L,L,W,L,W,D,W,D,D,D,W,D,D,D,D"
2010-2011,2,Chelsea,38,21,8,9,69,33,36,71,19,19,39,13,30,20,14,3,2,7,5,7,"L,D,L,W,W,W,W,W,D,W,W,W,D,L,W,W,W,L,D,W,L,D,D,D,L,L,W,L,W,W,D,W,L,W,W,W,W,W","D,W,W,W,W,W,W,L,W,D,W,D,L,W,W,W,W,W,W","L,L,W,D,W,D,W,W,L,L,D,D,L,L,W,D,L,W,W"
2010-2011,3,Man City,38,21,8,9,60,33,27,71,19,19,34,12,26,21,13,4,2,8,4,7,"W,W,W,L,W,W,L,W,L,W,D,L,W,D,L,W,D,W,W,W,L,W,W,D,W,D,D,W,L,L,W,W,W,W,D,L,W,D","W,W,W,W,W,D,W,W,W,W,L,W,D,D,L,W,W,D,W","W,L,W,L,L,L,D,L,D,W,W,D,W,W,L,W,W,L,D"
2010-2011,4,Arsenal,38,19,11,8,72,43,29,68,19,19,33,15,39,28,11,4,4,8,7,4,"D,L,L,W,L,D,D,W,D,D,D,W,W,D,W,W,W,D,W,D,W,L,W,W,L,W,W,L,W,W,W,L,L,D,W,W,W,D","L,W,D,D,D,W,W,W,W,D,W,W,L,L,W,W,L,W,W","D,L,L,D,W,D,D,W,W,D,L,W,W,W,W,L,D,W,D"
2010-2011,5,Spurs,38,16,14,8,55,46,9,62,19,19,30,19,25,27,9,9,1,7,5,7,"W,W,L,D,L,D,D,W,D,D,D,L,W,W,W,D,D,L,W,W,W,D,D,W,W,W,D,L,L,D,W,W,L,W,D,L,W,D","W,D,D,D,W,D,W,D,W,W,D,W,W,D,D,W,W,L,D","W,L,L,D,D,L,W,W,D,L,W,D,W,L,L,W,L,D,W"
2010-2011,6,Liverpool,38,17,7,14,59,44,15,58,19,19,37,14,22,30,12,4,3,5,3,11,"L,L,W,W,W,D,W,L,W,W,L,D,W,W,W,W,D,L,L,W,L,L,W,L,W,L,D,W,W,W,L,L,D,L,D,W,L,D","L,W,W,W,W,D,W,W,D,W,L,W,W,W,W,L,D,W,D","L,W,D,L,W,L,W,W,L,L,L,L,L,D,W,L,L,D,L"
2010-2011,7,Everton,38,13,15,10,51,45,6,54,19,19,31,23,20,22,9,7,3,4,8,7,"W,L,W,D,L,W,W,D,W,D,W,W,L,W,L,D,D,W,L,D,W,D,D,L,D,L,D,D,W,D,W,W,D,L,D,L,D,L","W,W,W,D,W,D,W,W,D,W,D,L,L,D,W,W,L,D,D","L,D,L,W,W,L,L,D,L,D,W,D,D,D,D,W,D,L,L"
2010-2011,8,Fulham,38,11,16,11,49,43,6,49,19,19,30,23,19,20,8,7,4,3,9,7,"D,W,L,W,W,D,L,W,L,W,D,D,D,W,L,W,D,W,L,W,L,D,L,D,L,D,L,D,W,L,L,D,D,D,W,D,D,D","D,L,W,W,W,D,W,W,W,L,D,D,L,D,W,L,D,W,D","W,W,D,L,L,D,D,L,D,L,W,L,D,L,L,D,D,D,D"
2010-2011,9,Aston Villa,38,12,12,14,48,59,-11,48,19,19,26,19,22,40,8,7,4,4,5,10,"W,W,D,L,D,W,W,D,L,L,W,D,D,L,W,W,D,L,D,L,L,W,L,L,L,D,W,D,D,L,D,L,W,D,L,W,L,W","W,D,D,W,L,W,D,W,L,L,W,L,D,W,D,D,D,W,W","W,L,W,D,L,D,L,W,D,D,L,L,L,D,L,L,W,L,L"
2010-2011,10,Sunderland,38,12,11,15,45,56,-11,47,19,19,25,27,20,29,7,5,7,5,6,8,"W,L,W,L,W,L,L,L,L,D,L,L,L,L,W,D,W,W,L,L,W,D,W,L,D,W,D,W,L,W,D,D,D,D,D,W,L,D","L,L,W,L,L,L,L,D,W,L,W,W,D,W,W,D,D,W,D","W,W,L,L,D,L,L,W,W,L,D,L,W,D,L,D,D,D,L"
2010-2011,11,West Brom,38,12,11,15,56,71,-15,47,19,19,30,30,26,41,8,6,5,4,5,10,"D,W,L,W,D,L,W,W,D,W,D,D,D,L,D,L,W,L,L,L,L,L,W,W,L,L,D,L,L,W,D,D,W,W,D,L,W,L","W,W,L,W,D,D,D,D,W,L,L,W,L,L,W,D,W,D,W","D,L,D,W,W,D,L,L,L,L,L,W,L,D,L,D,W,L,L"
2010-2011,12,Newcastle,38,11,13,14,56,57,-1,46,19,19,41,27,15,30,6,8,5,5,5,9,"D,D,W,L,D,D,L,W,L,L,D,W,D,D,L,D,D,W,W,L,L,W,L,D,L,D,L,W,W,W,D,L,L,W,L,D,W,L","D,W,D,W,L,D,D,D,W,L,W,D,D,L,W,D,L,L,W","D,L,D,L,L,W,D,L,D,W,L,L,L,W,W,L,W,D,L"
2010-2011,13,Stoke,38,13,7,18,46,48,-2,46,19,19,31,18,15,30,10,4,5,3,3,13,"L,L,W,D,W,D,L,D,W,L,D,L,L,W,L,L,W,L,W,L,W,L,D,D,W,W,W,L,L,L,L,W,W,D,W,L,L,L","L,W,W,D,W,D,W,W,W,L,L,D,W,W,L,W,D,W,L","L,D,D,L,L,L,L,L,L,L,W,D,W,L,L,L,W,L,L"
2010-2011,14,Bolton,38,12,10,16,52,56,-4,46,19,19,34,24,18,32,10,5,4,2,5,12,"L,L,L,L,L,W,W,L,L,W,D,W,L,W,L,L,D,L,L,W,L,W,L,D,W,W,D,W,L,D,W,D,D,D,L,D,W,D","L,L,W,W,W,W,W,L,D,W,W,D,W,W,L,W,D,D,D","L,L,L,L,L,D,L,L,L,L,L,L,W,D,D,D,D,L,W"
2010-2011,15,Blackburn,38,11,10,17,46,59,-13,43,19,19,22,16,24,43,7,7,5,4,3,12,"W,D,D,W,L,L,D,D,D,L,L,D,L,L,W,L,W,L,W,L,D,L,W,L,W,L,W,W,L,L,D,L,W,D,D,L,L,W","D,W,L,D,D,D,L,W,W,L,D,W,W,W,L,D,D,L,W","W,D,L,D,L,L,L,L,L,W,L,L,L,W,L,L,W,D,L"
2010-2011,16,Wigan,38,9,15,14,40,61,-21,42,19,19,22,34,18,27,5,8,6,4,7,8,"W,W,D,D,L,W,L,D,W,L,L,D,W,D,L,L,D,D,L,D,W,D,D,L,L,W,D,L,L,D,D,W,D,L,D,W,L,L","W,D,D,W,L,W,L,D,L,D,D,W,D,D,W,L,D,L,L","W,D,L,W,L,L,D,D,L,D,W,D,L,L,L,L,D,D,W"
2010-2011,17,Wolves,38,11,7,20,46,66,-20,40,19,19,30,30,16,36,8,4,7,3,3,13,"L,W,W,D,L,D,L,L,W,D,W,D,L,W,L,L,L,W,L,W,L,W,L,W,L,L,L,L,W,L,D,L,L,L,L,D,D,W","L,W,D,L,D,W,W,L,W,L,W,W,L,L,W,D,L,D,W","W,D,L,L,W,D,L,L,L,L,W,L,L,L,L,L,L,L,D"
2010-2011,18,Birmingham,38,8,15,15,37,58,-21,39,19,19,19,22,18,36,6,8,5,2,7,10,"L,L,L,D,L,L,W,D,W,L,D,L,L,W,W,D,L,D,W,L,D,L,D,D,W,D,L,D,D,W,L,L,D,L,D,D,W,D","L,D,W,W,L,L,W,D,D,L,D,D,W,D,W,L,D,D,W","L,L,L,L,D,L,D,W,L,W,L,D,D,L,D,L,L,D,D"
2010-2011,19,Blackpool,38,10,9,19,55,78,-23,39,19,19,30,37,25,41,5,5,9,5,4,10,"L,W,D,D,D,L,L,L,D,L,L,W,D,L,L,L,L,L,W,L,L,W,W,D,W,D,L,D,W,L,L,W,L,L,W,D,L,W","W,D,D,L,L,L,W,D,L,L,L,W,L,W,D,W,L,L,D","L,D,L,D,L,L,L,L,W,W,D,D,L,L,W,L,W,L,W"
2010-2011,20,West Ham,38,7,12,19,43,70,-27,33,19,19,24,31,19,39,5,5,9,2,7,10,"L,L,D,L,L,L,L,L,D,W,W,D,L,W,D,L,L,W,D,W,D,L,L,W,L,D,D,D,L,L,D,D,W,D,L,L,L,L","L,D,L,L,W,W,L,L,W,D,L,W,D,D,L,D,W,L,L","L,L,L,L,D,D,W,D,L,W,D,L,L,D,L,D,D,L,L"
2011-2012,1,Man City,38,28,5,5,93,29,64,89,19,19,55,12,38,17,18,1,0,10,4,5,"W,W,W,W,W,W,L,D,D,W,L,W,W,W,W,L,W,W,W,L,D,W,W,L,W,D,W,W,W,W,W,W,W,D,W,W,W,W","W,W,W,D,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W","W,W,W,L,D,L,W,L,W,L,D,L,D,W,W,W,D,W,W"
2011-2012,2,Man Utd,38,28,5,5,89,33,56,89,19,19,52,19,37,14,15,2,2,13,3,3,"W,W,L,D,W,L,W,W,W,W,W,W,W,W,D,W,W,W,L,L,W,W,W,W,W,D,W,W,W,L,D,W,D,W,W,W,W,W","W,D,W,W,W,W,W,W,W,L,W,W,D,W,L,W,W,W,W","W,L,L,W,W,W,W,D,W,L,W,W,W,W,W,D,D,W,W"
2011-2012,3,Arsenal,38,21,7,10,74,49,25,70,19,19,39,17,35,32,12,4,3,9,3,7,"W,D,D,D,L,W,W,L,W,W,W,W,W,W,W,D,L,L,L,W,D,W,L,W,W,D,W,W,W,W,W,L,W,L,W,L,L,D","D,D,L,W,W,W,W,W,L,W,D,W,D,W,W,W,W,W,L","W,D,W,L,W,W,W,D,L,L,W,L,W,W,W,L,L,L,D"
2011-2012,4,Spurs,38,20,9,9,66,41,25,69,19,19,39,17,27,24,13,3,3,7,6,6,"W,D,W,W,L,L,D,W,D,D,L,L,L,W,D,W,L,D,W,W,D,W,D,W,L,W,W,W,W,W,W,D,W,W,W,W,L,L","W,W,L,W,D,L,W,W,D,W,W,D,W,W,W,W,W,W,L","D,W,L,D,D,L,L,D,L,D,W,L,W,W,W,D,W,W,L"
2011-2012,5,Newcastle,38,19,8,11,56,51,5,65,19,19,29,17,27,34,11,5,3,8,3,8,"L,L,W,L,W,W,W,W,W,W,L,D,D,L,W,W,L,W,W,L,W,L,D,L,L,D,L,W,W,W,D,W,W,D,D,W,W,D","L,W,W,W,W,D,D,W,W,W,L,D,L,W,W,D,W,W,D","L,W,L,W,W,L,L,W,L,L,W,L,D,L,W,W,D,D,W"
